"","PriorSalesKey","PriorSales"
"7321","631February2013",116626
"7322","632February2013",154775
"7323","633February2013",151809
"7324","634February2013",136922
"7325","635February2013",128065
"7326","636February2013",131254
"7327","637February2013",189380
"7328","638February2013",135118
"7329","639February2013",113789
"7330","640February2013",258009
"7331","641February2013",131607
"7332","642February2013",83557
"7333","643February2013",186119
"7334","644February2013",199633
"7335","645February2013",261750
"7336","646February2013",108479
"7337","647February2013",128566
"7338","648February2013",147335
"7339","649February2013",80990
"7340","650February2013",144472
"7341","651February2013",173205
"7342","652February2013",144481
"7343","653February2013",132381
"7344","654February2013",136449
"7345","655February2013",152316
"7346","656February2013",69052
"7347","657February2013",132034
"7348","658February2013",141489
"7349","659February2013",134232
"7350","660February2013",97548
"7351","661February2013",157033
"7352","662February2013",191519
"7353","663February2013",58229
"7354","664February2013",101146
"7355","665February2013",182542
"7356","666February2013",148787
"7357","667February2013",192231
"7358","668February2013",201136
"7359","669February2013",93539
"7360","670February2013",142030
"7361","671February2013",122444
"7362","672February2013",193210
"7363","673February2013",133778
"7364","674February2013",183322
"7365","675February2013",115528
"7366","676February2013",114553
"7367","677February2013",175225
"7368","678February2013",151666
"7369","679February2013",226293
"7370","680February2013",124135
"7371","681February2013",47677
"7372","682February2013",318649
"7373","683February2013",249745
"7374","684February2013",152597
"7375","685February2013",187734
"7376","686February2013",137382
"7377","687February2013",171918
"7378","688February2013",80287
"7379","689February2013",166260
"7380","690February2013",123956
"7381","691February2013",187738
"7382","692February2013",158847
"7383","693February2013",141334
"7384","694February2013",177647
"7385","695February2013",128245
"7386","696February2013",163509
"7387","697February2013",234713
"7388","698February2013",340984
"7389","699February2013",198952
"7390","700February2013",60988
"7391","701February2013",130173
"7392","702February2013",101247
"7393","703February2013",74570
"7394","704February2013",225040
"7395","705February2013",178576
"7396","706February2013",124351
"7397","707February2013",183595
"7398","708February2013",48651
"7399","709February2013",226334
"7400","710February2013",92301
"7401","711February2013",151076
"7402","712February2013",141986
"7403","713February2013",266311
"7404","714February2013",80495
"7405","715February2013",170465
"7406","716February2013",125725
"7407","717February2013",120266
"7408","718February2013",184426
"7409","719February2013",116767
"7410","720February2013",162688
"7411","721February2013",178460
"7412","722February2013",228467
"7413","723February2013",132447
"7414","724February2013",150130
"7415","725February2013",125931
"7416","726February2013",242571
"7417","727February2013",101350
"7418","728February2013",116816
"7419","729February2013",225904
"7420","730February2013",223795
"7421","731February2013",209202
"7422","732February2013",95309
"7423","733February2013",394042
"7424","734February2013",175231
"7425","735February2013",127357
"7426","736February2013",115642
"7427","737February2013",132300
"7428","738February2013",184044
"7429","739February2013",187813
"7430","740February2013",153518
"7431","741February2013",157563
"7432","742February2013",179603
"7433","743February2013",81396
"7434","744February2013",166282
"7435","745February2013",165148
"7436","746February2013",118684
"7437","747February2013",172022
"7438","748February2013",126412
"7439","749February2013",122074
"7440","750February2013",103906
"7441","751February2013",95743
"7442","752February2013",152093
"7443","753February2013",204368
"7444","754February2013",199167
"7445","755February2013",221162
"7446","756February2013",348560
"7447","757February2013",123083
"7448","758February2013",102487
"7449","759February2013",147772
"7450","760February2013",170903
"7451","761February2013",210930
"7452","762February2013",74648
"7453","763February2013",136190
"7454","764February2013",44188
"7455","765February2013",174332
"7456","766February2013",122088
"7457","767February2013",133062
"7458","768February2013",284072
"7459","769February2013",244795
"7460","770February2013",151932
"7461","771February2013",145410
"7462","772February2013",69714
"7463","773February2013",164383
"7464","774February2013",129928
"7465","775February2013",180959
"7466","776February2013",103779
"7467","777February2013",71663
"7468","778February2013",138811
"7469","779February2013",150378
"7470","780February2013",144579
"7471","781February2013",104260
"7472","782February2013",104477
"7473","783February2013",150354
"7474","784February2013",170771
"7475","785February2013",113935
"7476","786February2013",77999
"7477","787February2013",221673
"7478","788February2013",415703
"7479","789February2013",65199
"7480","790February2013",165672
"7481","791February2013",152239
"7482","792February2013",170027
"7483","793February2013",99957
"7484","794February2013",66984
"7485","795February2013",109466
"7486","796February2013",154422
"7487","797February2013",78560
"7488","798February2013",169430
"7489","799February2013",211818
"7490","800February2013",128109
"7491","801February2013",99869
"7492","802February2013",159149
"7493","803February2013",143559
"7494","804February2013",111850
"7495","805February2013",154424
"7496","806February2013",150920
"7497","807February2013",220636
"7498","808February2013",153275
"7499","809February2013",212000
"7500","810February2013",133612
"7501","811February2013",94422
"7502","812February2013",147360
"7503","813February2013",131723
"7504","814February2013",182126
"7505","815February2013",204480
"7506","816February2013",141029
"7507","817February2013",561454
"7508","818February2013",124748
"7509","819February2013",140002
"7510","820February2013",270517
"7511","821February2013",164556
"7512","822February2013",172529
"7513","823February2013",120125
"7514","824February2013",118931
"7515","825February2013",102842
"7516","826February2013",194413
"7517","827February2013",219173
"7518","828February2013",110395
"7519","829February2013",126262
"7520","830February2013",124657
"7521","831February2013",283282
"7522","832February2013",153394
"7523","833February2013",127593
"7524","834February2013",137727
"7525","835February2013",115823
"7526","836February2013",134205
"7527","837February2013",54105
"7528","838February2013",171776
"7529","839February2013",130258
"7530","840February2013",171555
"7531","841February2013",66018
"7532","842February2013",386376
"7533","843February2013",233631
"7534","844February2013",95836
"7535","845February2013",96953
"7536","846February2013",210391
"7537","847February2013",159568
"7538","848February2013",130410
"7539","849February2013",177712
"7540","850February2013",133446
"7541","851February2013",111014
"7542","852February2013",104939
"7543","853February2013",196151
"7544","854February2013",153620
"7545","855February2013",123105
"7546","856February2013",173129
"7547","857February2013",155789
"7548","858February2013",104163
"7549","859February2013",162928
"7550","860February2013",117862
"7551","861February2013",41290
"7552","862February2013",203452
"7553","863February2013",177468
"7554","864February2013",102187
"7555","865February2013",161380
"7556","866February2013",149812
"7557","867February2013",94962
"7558","868February2013",228148
"7559","869February2013",130617
"7560","870February2013",164532
"7561","871February2013",115588
"7562","872February2013",198842
"7563","873February2013",84449
"7564","874February2013",100788
"7565","875February2013",119572
"7566","876February2013",201088
"7567","877February2013",141978
"7568","878February2013",187431
"7569","879February2013",81647
"7570","880February2013",156192
"7571","881February2013",92961
"7572","882February2013",218643
"7573","883February2013",113292
"7574","884February2013",111760
"7575","885February2013",98000
"7576","886February2013",132908
"7577","887February2013",150949
"7578","888February2013",170572
"7579","889February2013",92644
"7580","890February2013",117143
"7581","891February2013",173558
"7582","892February2013",167536
"7583","893February2013",139115
"7584","894February2013",198572
"7585","895February2013",199445
"7586","896February2013",153095
"7587","897February2013",69402
"7588","898February2013",158010
"7589","899February2013",115923
"7590","900February2013",121347
"7591","901February2013",165460
"7592","902February2013",113886
"7593","903February2013",257627
"7594","904February2013",144860
"7595","905February2013",229317
"7596","906February2013",266243
"7597","907February2013",118144
"7598","908February2013",100297
"7599","909February2013",226204
"7600","910February2013",124963
"7601","911February2013",224234
"7602","912February2013",132112
"7603","913February2013",196485
"7604","914February2013",222735
"7605","915February2013",156468
"7606","916February2013",117575
"7607","917February2013",157327
"7608","918February2013",110652
"7609","919February2013",127569
"7610","920February2013",118989
"7611","921February2013",234940
"7612","922February2013",163630
"7613","923February2013",124401
"7614","924February2013",109766
"7615","925February2013",123945
"7616","926February2013",156452
"7617","927February2013",139574
"7618","928February2013",179757
"7619","929February2013",132118
"7620","930February2013",160484
"7621","931February2013",71834
"7622","932February2013",168837
"7623","933February2013",161603
"7624","934February2013",153497
"7625","935February2013",122828
"7626","936February2013",191648
"7627","937February2013",155291
"7628","938February2013",209782
"7629","939February2013",131616
"7630","940February2013",160127
"7631","941February2013",107933
"7632","942February2013",129092
"7633","943February2013",149196
"7634","944February2013",178966
"7635","945February2013",98003
"7636","946February2013",100324
"7637","947February2013",183701
"7638","948February2013",138524
"7639","949February2013",128270
"7640","950February2013",129535
"7641","951February2013",166856
"7642","952February2013",147914
"7643","953February2013",122699
"7644","954February2013",150913
"7645","955February2013",84943
"7646","956February2013",85577
"7647","957February2013",172389
"7648","958February2013",117277
"7649","959February2013",169607
"7650","960February2013",145398
"7651","961February2013",144885
"7652","962February2013",149704
"7653","963February2013",236991
"7654","964February2013",204920
"7655","965February2013",182324
"7656","966February2013",112693
"7657","967February2013",225579
"7658","968February2013",155402
"7659","969February2013",28601
"7660","970February2013",85668
"7661","971February2013",185122
"7662","972February2013",77704
"7663","973February2013",117649
"7664","974February2013",265776
"7665","975February2013",183289
"7666","976February2013",160193
"7667","977February2013",112133
"7668","978February2013",151092
"7669","979February2013",128179
"7670","980February2013",166709
"7671","981February2013",158701
"7672","982February2013",166166
"7673","983February2013",265161
"7674","984February2013",120995
"7675","985February2013",186600
"7676","986February2013",229284
"7677","987February2013",167584
"7678","988February2013",104586
"7679","989February2013",113172
"7680","990February2013",138929
"7681","991February2013",139354
"7682","992February2013",140204
"7683","993February2013",176734
"7684","994February2013",102201
"7685","995February2013",190739
"7686","996February2013",133064
"7687","997February2013",122304
"7688","998February2013",95049
"7689","999February2013",195860
"7690","1000February2013",186990
"7691","1001February2013",123555
"7692","1002February2013",131508
"7693","1003February2013",191654
"7694","1004February2013",116357
"7695","1005February2013",143687
"7696","1006February2013",137916
"7697","1007February2013",149523
"7698","1008February2013",116441
"7699","1009February2013",100315
"7700","1010February2013",183821
"7701","1011February2013",172286
"7702","1012February2013",130354
"7703","1013February2013",91958
"7704","1014February2013",269758
"7705","1015February2013",132138
"7706","1016February2013",118780
"7707","1017February2013",167552
"7708","1018February2013",306511
"7709","1019February2013",201918
"7710","1020February2013",214088
"7711","1021February2013",198333
"7712","1022February2013",151693
"7713","1023February2013",144495
"7714","1024February2013",137755
"7715","1025February2013",170579
"7716","1026February2013",226561
"7717","1027February2013",281497
"7718","1028February2013",97941
"7719","1029February2013",120492
"7720","1030February2013",81184
"7721","1031February2013",108038
"7722","1032February2013",237059
"7723","1033February2013",327600
"7724","1034February2013",144685
"7725","1035February2013",110512
"7726","1036February2013",109946
"7727","1037February2013",153596
"7728","1038February2013",137186
"7729","1039February2013",167033
"7730","1040February2013",194668
"7731","1041February2013",142077
"7732","1042February2013",93700
"7733","1043February2013",203932
"7734","1044February2013",142292
"7735","1045February2013",158841
"7736","1046February2013",173086
"7737","1047February2013",108053
"7738","1048February2013",138052
"7739","1049February2013",85528
"7740","1050February2013",159063
"7741","1051February2013",150759
"7742","1052February2013",163705
"7743","1053February2013",205018
"7744","1054February2013",132702
"7745","1055February2013",191455
"7746","1056February2013",66746
"7747","1057February2013",141763
"7748","1058February2013",158476
"7749","1059February2013",192379
"7750","1060February2013",166981
"7751","1061February2013",139330
"7752","1062February2013",161271
"7753","1063February2013",93853
"7754","1064February2013",209911
"7755","1065February2013",90115
"7756","1066February2013",257459
"7757","1067February2013",119891
"7758","1068February2013",91761
"7759","1069February2013",136788
"7760","1070February2013",158876
"7761","1071February2013",142393
"7762","1072February2013",155092
"7763","1073February2013",154957
"7764","1074February2013",107885
"7765","1075February2013",265644
"7766","1076February2013",74991
"7767","1077February2013",108939
"7768","1078February2013",122689
"7769","1079February2013",204911
"7770","1080February2013",225788
"7771","1081February2013",0
"7772","1082February2013",164423
"7773","1083February2013",98807
"7774","1084February2013",146353
"7775","1085February2013",180082
"7776","1086February2013",220533
"7777","1087February2013",137630
"7778","1088February2013",110934
"7779","1089February2013",229421
"7780","1090February2013",135655
"7781","1091February2013",178039
"7782","1092February2013",267932
"7783","1093February2013",181568
"7784","1094February2013",103801
"7785","1095February2013",98018
"7786","1096February2013",105398
"7787","1097February2013",257957
"7788","1098February2013",116489
"7789","1099February2013",200960
"7790","1100February2013",130390
"7791","1101February2013",215821
"7792","1102February2013",164012
"7793","1103February2013",108536
"7794","1104February2013",120481
"7795","1105February2013",87138
"7796","1106February2013",107923
"7797","1107February2013",140576
"7798","1108February2013",127544
"7799","1109February2013",115328
"7800","1110February2013",99489
"7801","1111February2013",122822
"7802","1112February2013",301544
"7803","1113February2013",147817
"7804","1114February2013",446745
"7805","1115February2013",123114
"7806","1February2014",110434
"7807","2February2014",114449
"7808","3February2014",157254
"7809","4February2014",224948
"7810","5February2014",107503
"7811","6February2014",118179
"7812","7February2014",193342
"7813","8February2014",123553
"7814","9February2014",157066
"7815","10February2014",128994
"7816","11February2014",180880
"7817","12February2014",173857
"7818","13February2014",113748
"7819","14February2014",128650
"7820","15February2014",153110
"7821","16February2014",178969
"7822","17February2014",142304
"7823","18February2014",149584
"7824","19February2014",153387
"7825","20February2014",181097
"7826","21February2014",128952
"7827","22February2014",102426
"7828","23February2014",129049
"7829","24February2014",216860
"7830","25February2014",185649
"7831","26February2014",153359
"7832","27February2014",216982
"7833","28February2014",125348
"7834","29February2014",171074
"7835","30February2014",136447
"7836","31February2014",130434
"7837","32February2014",92529
"7838","33February2014",197998
"7839","34February2014",183676
"7840","35February2014",216693
"7841","36February2014",211755
"7842","37February2014",155953
"7843","38February2014",141664
"7844","39February2014",117371
"7845","40February2014",108202
"7846","41February2014",125919
"7847","42February2014",235845
"7848","43February2014",167680
"7849","44February2014",128378
"7850","45February2014",118254
"7851","46February2014",122299
"7852","47February2014",160337
"7853","48February2014",95937
"7854","49February2014",163553
"7855","50February2014",96347
"7856","51February2014",150553
"7857","52February2014",190852
"7858","53February2014",116392
"7859","54February2014",179201
"7860","55February2014",105330
"7861","56February2014",156368
"7862","57February2014",268665
"7863","58February2014",144956
"7864","59February2014",128447
"7865","60February2014",182594
"7866","61February2014",113491
"7867","62February2014",155586
"7868","63February2014",153666
"7869","64February2014",240689
"7870","65February2014",116734
"7871","66February2014",135843
"7872","67February2014",184805
"7873","68February2014",163115
"7874","69February2014",211427
"7875","70February2014",154719
"7876","71February2014",205877
"7877","72February2014",103561
"7878","73February2014",107106
"7879","74February2014",142685
"7880","75February2014",129476
"7881","76February2014",207818
"7882","77February2014",165703
"7883","78February2014",82517
"7884","79February2014",125199
"7885","80February2014",177614
"7886","81February2014",159655
"7887","82February2014",207449
"7888","83February2014",88372
"7889","84February2014",301878
"7890","85February2014",188002
"7891","86February2014",107870
"7892","87February2014",138177
"7893","88February2014",135156
"7894","89February2014",141612
"7895","90February2014",198648
"7896","91February2014",155019
"7897","92February2014",138625
"7898","93February2014",139299
"7899","94February2014",161749
"7900","95February2014",176583
"7901","96February2014",117709
"7902","97February2014",150206
"7903","98February2014",114617
"7904","99February2014",120645
"7905","100February2014",177555
"7906","101February2014",174744
"7907","102February2014",157652
"7908","103February2014",99749
"7909","104February2014",238492
"7910","105February2014",109294
"7911","106February2014",194000
"7912","107February2014",173065
"7913","108February2014",257380
"7914","109February2014",148636
"7915","110February2014",98994
"7916","111February2014",153970
"7917","112February2014",149886
"7918","113February2014",188013
"7919","114February2014",125367
"7920","115February2014",167918
"7921","116February2014",163837
"7922","117February2014",89953
"7923","118February2014",178544
"7924","119February2014",142068
"7925","120February2014",163436
"7926","121February2014",101294
"7927","122February2014",133294
"7928","123February2014",190703
"7929","124February2014",101967
"7930","125February2014",275408
"7931","126February2014",142427
"7932","127February2014",123304
"7933","128February2014",175341
"7934","129February2014",212983
"7935","130February2014",118701
"7936","131February2014",138866
"7937","132February2014",144612
"7938","133February2014",136856
"7939","134February2014",108308
"7940","135February2014",132982
"7941","136February2014",148762
"7942","137February2014",191896
"7943","138February2014",166005
"7944","139February2014",145963
"7945","140February2014",174891
"7946","141February2014",128005
"7947","142February2014",109632
"7948","143February2014",148895
"7949","144February2014",176774
"7950","145February2014",190354
"7951","146February2014",175735
"7952","147February2014",193326
"7953","148February2014",198684
"7954","149February2014",129896
"7955","150February2014",184292
"7956","151February2014",153067
"7957","152February2014",129724
"7958","153February2014",170606
"7959","154February2014",199658
"7960","155February2014",160505
"7961","156February2014",159717
"7962","157February2014",227674
"7963","158February2014",190930
"7964","159February2014",177430
"7965","160February2014",130988
"7966","161February2014",168816
"7967","162February2014",172168
"7968","163February2014",166348
"7969","164February2014",139750
"7970","165February2014",95285
"7971","166February2014",145775
"7972","167February2014",214141
"7973","168February2014",175363
"7974","169February2014",179502
"7975","170February2014",111224
"7976","171February2014",195464
"7977","172February2014",161108
"7978","173February2014",193521
"7979","174February2014",133888
"7980","175February2014",134783
"7981","176February2014",124534
"7982","177February2014",94446
"7983","178February2014",231345
"7984","179February2014",172802
"7985","180February2014",169054
"7986","181February2014",153476
"7987","182February2014",127472
"7988","183February2014",104942
"7989","184February2014",156272
"7990","185February2014",157591
"7991","186February2014",85537
"7992","187February2014",146787
"7993","188February2014",117846
"7994","189February2014",209080
"7995","190February2014",164080
"7996","191February2014",150356
"7997","192February2014",185147
"7998","193February2014",125165
"7999","194February2014",109401
"8000","195February2014",254821
"8001","196February2014",121464
"8002","197February2014",156953
"8003","198February2014",66529
"8004","199February2014",185269
"8005","200February2014",180192
"8006","201February2014",120162
"8007","202February2014",142314
"8008","203February2014",155028
"8009","204February2014",127735
"8010","205February2014",152880
"8011","206February2014",166544
"8012","207February2014",261101
"8013","208February2014",65971
"8014","209February2014",128130
"8015","210February2014",77773
"8016","211February2014",305781
"8017","212February2014",110231
"8018","213February2014",200359
"8019","214February2014",218883
"8020","215February2014",146407
"8021","216February2014",167031
"8022","217February2014",106974
"8023","218February2014",119544
"8024","219February2014",71471
"8025","220February2014",117826
"8026","221February2014",128658
"8027","222February2014",119934
"8028","223February2014",176834
"8029","224February2014",150566
"8030","225February2014",120289
"8031","226February2014",168096
"8032","227February2014",140623
"8033","228February2014",178539
"8034","229February2014",196196
"8035","230February2014",173232
"8036","231February2014",110886
"8037","232February2014",72124
"8038","233February2014",220424
"8039","234February2014",268331
"8040","235February2014",138541
"8041","236February2014",163608
"8042","237February2014",98559
"8043","238February2014",177391
"8044","239February2014",119156
"8045","240February2014",108693
"8046","241February2014",151984
"8047","242February2014",92176
"8048","243February2014",166265
"8049","244February2014",115233
"8050","245February2014",220339
"8051","246February2014",163464
"8052","247February2014",195962
"8053","248February2014",185272
"8054","249February2014",114332
"8055","250February2014",202153
"8056","251February2014",435831
"8057","252February2014",249804
"8058","253February2014",136863
"8059","254February2014",70486
"8060","255February2014",152230
"8061","256February2014",241229
"8062","257February2014",122576
"8063","258February2014",126888
"8064","259February2014",338196
"8065","260February2014",152930
"8066","261February2014",289701
"8067","262February2014",553094
"8068","263February2014",82039
"8069","264February2014",177560
"8070","265February2014",118154
"8071","266February2014",94687
"8072","267February2014",207115
"8073","268February2014",111338
"8074","269February2014",224575
"8075","270February2014",214445
"8076","271February2014",185539
"8077","272February2014",144979
"8078","273February2014",161464
"8079","274February2014",106734
"8080","275February2014",179682
"8081","276February2014",97150
"8082","277February2014",149951
"8083","278February2014",164539
"8084","279February2014",204328
"8085","280February2014",140355
"8086","281February2014",127949
"8087","282February2014",102995
"8088","283February2014",163860
"8089","284February2014",123992
"8090","285February2014",117556
"8091","286February2014",114606
"8092","287February2014",188807
"8093","288February2014",136665
"8094","289February2014",151160
"8095","290February2014",157199
"8096","291February2014",180929
"8097","292February2014",133558
"8098","293February2014",145103
"8099","294February2014",153798
"8100","295February2014",116985
"8101","296February2014",159703
"8102","297February2014",166195
"8103","298February2014",183638
"8104","299February2014",116340
"8105","300February2014",163557
"8106","301February2014",125219
"8107","302February2014",85271
"8108","303February2014",140578
"8109","304February2014",171508
"8110","305February2014",126725
"8111","306February2014",99563
"8112","307February2014",59455
"8113","308February2014",206242
"8114","309February2014",164250
"8115","310February2014",186276
"8116","311February2014",160269
"8117","312February2014",126977
"8118","313February2014",163611
"8119","314February2014",122752
"8120","315February2014",93584
"8121","316February2014",229749
"8122","317February2014",119846
"8123","318February2014",170318
"8124","319February2014",179857
"8125","320February2014",343274
"8126","321February2014",127536
"8127","322February2014",114802
"8128","323February2014",167569
"8129","324February2014",129239
"8130","325February2014",151248
"8131","326February2014",115950
"8132","327February2014",173153
"8133","328February2014",104550
"8134","329February2014",162923
"8135","330February2014",96118
"8136","331February2014",157327
"8137","332February2014",87862
"8138","333February2014",226753
"8139","334February2014",129132
"8140","335February2014",394845
"8141","336February2014",331090
"8142","337February2014",117312
"8143","338February2014",162855
"8144","339February2014",115842
"8145","340February2014",153126
"8146","341February2014",132019
"8147","342February2014",239886
"8148","343February2014",162163
"8149","344February2014",193722
"8150","345February2014",107118
"8151","346February2014",151712
"8152","347February2014",108096
"8153","348February2014",199851
"8154","349February2014",182582
"8155","350February2014",158341
"8156","351February2014",139625
"8157","352February2014",147729
"8158","353February2014",157354
"8159","354February2014",196313
"8160","355February2014",203575
"8161","356February2014",132155
"8162","357February2014",180826
"8163","358February2014",240332
"8164","359February2014",158784
"8165","360February2014",156970
"8166","361February2014",147299
"8167","362February2014",212787
"8168","363February2014",166428
"8169","364February2014",98711
"8170","365February2014",128160
"8171","366February2014",140833
"8172","367February2014",122252
"8173","368February2014",226810
"8174","369February2014",166832
"8175","370February2014",175658
"8176","371February2014",156005
"8177","372February2014",196624
"8178","373February2014",105413
"8179","374February2014",165482
"8180","375February2014",208541
"8181","376February2014",190524
"8182","377February2014",174112
"8183","378February2014",156411
"8184","379February2014",92443
"8185","380February2014",329621
"8186","381February2014",203601
"8187","382February2014",180243
"8188","383February2014",411054
"8189","384February2014",198811
"8190","385February2014",172326
"8191","386February2014",220854
"8192","387February2014",223915
"8193","388February2014",241092
"8194","389February2014",244759
"8195","390February2014",248537
"8196","391February2014",140514
"8197","392February2014",170832
"8198","393February2014",140123
"8199","394February2014",189494
"8200","395February2014",89362
"8201","396February2014",232128
"8202","397February2014",130917
"8203","398February2014",127286
"8204","399February2014",125011
"8205","400February2014",203883
"8206","401February2014",154388
"8207","402February2014",129267
"8208","403February2014",173893
"8209","404February2014",116762
"8210","405February2014",102063
"8211","406February2014",143323
"8212","407February2014",85441
"8213","408February2014",105579
"8214","409February2014",127990
"8215","410February2014",150112
"8216","411February2014",206485
"8217","412February2014",206060
"8218","413February2014",170152
"8219","414February2014",150734
"8220","415February2014",143068
"8221","416February2014",250802
"8222","417February2014",176455
"8223","418February2014",126126
"8224","419February2014",121707
"8225","420February2014",98878
"8226","421February2014",201531
"8227","422February2014",104468
"8228","423February2014",272767
"8229","424February2014",158990
"8230","425February2014",77175
"8231","426February2014",118062
"8232","427February2014",172556
"8233","428February2014",143017
"8234","429February2014",119155
"8235","430February2014",194344
"8236","431February2014",220312
"8237","432February2014",246433
"8238","433February2014",127202
"8239","434February2014",223437
"8240","435February2014",84011
"8241","436February2014",139969
"8242","437February2014",168391
"8243","438February2014",118945
"8244","439February2014",168028
"8245","440February2014",114507
"8246","441February2014",148440
"8247","442February2014",99637
"8248","443February2014",118301
"8249","444February2014",276669
"8250","445February2014",187300
"8251","446February2014",121168
"8252","447February2014",124883
"8253","448February2014",196752
"8254","449February2014",256450
"8255","450February2014",189940
"8256","451February2014",122652
"8257","452February2014",111515
"8258","453February2014",145229
"8259","454February2014",130225
"8260","455February2014",166935
"8261","456February2014",141290
"8262","457February2014",110901
"8263","458February2014",175039
"8264","459February2014",214646
"8265","460February2014",85955
"8266","461February2014",104040
"8267","462February2014",110904
"8268","463February2014",140566
"8269","464February2014",233410
"8270","465February2014",182742
"8271","466February2014",179685
"8272","467February2014",313799
"8273","468February2014",170284
"8274","469February2014",271980
"8275","470February2014",282894
"8276","471February2014",169821
"8277","472February2014",122244
"8278","473February2014",83535
"8279","474February2014",179397
"8280","475February2014",150783
"8281","476February2014",135242
"8282","477February2014",145428
"8283","478February2014",157199
"8284","479February2014",257321
"8285","480February2014",117736
"8286","481February2014",136840
"8287","482February2014",186032
"8288","483February2014",113872
"8289","484February2014",168129
"8290","485February2014",112449
"8291","486February2014",101294
"8292","487February2014",159138
"8293","488February2014",87518
"8294","489February2014",170807
"8295","490February2014",196701
"8296","491February2014",155712
"8297","492February2014",177681
"8298","493February2014",194166
"8299","494February2014",207388
"8300","495February2014",114964
"8301","496February2014",174889
"8302","497February2014",210585
"8303","498February2014",164208
"8304","499February2014",118034
"8305","500February2014",123796
"8306","501February2014",130228
"8307","502February2014",249506
"8308","503February2014",149299
"8309","504February2014",156194
"8310","505February2014",115958
"8311","506February2014",179361
"8312","507February2014",190085
"8313","508February2014",152727
"8314","509February2014",139075
"8315","510February2014",189924
"8316","511February2014",135241
"8317","512February2014",152800
"8318","513February2014",417597
"8319","514February2014",133856
"8320","515February2014",204799
"8321","516February2014",135636
"8322","517February2014",151842
"8323","518February2014",135302
"8324","519February2014",113955
"8325","520February2014",83457
"8326","521February2014",121888
"8327","522February2014",186796
"8328","523February2014",318698
"8329","524February2014",188855
"8330","525February2014",229772
"8331","526February2014",252793
"8332","527February2014",250639
"8333","528February2014",250042
"8334","529February2014",180313
"8335","530February2014",66371
"8336","531February2014",113417
"8337","532February2014",257723
"8338","533February2014",213297
"8339","534February2014",171734
"8340","535February2014",183893
"8341","536February2014",197102
"8342","537February2014",129867
"8343","538February2014",90420
"8344","539February2014",261260
"8345","540February2014",126730
"8346","541February2014",155848
"8347","542February2014",142417
"8348","543February2014",62561
"8349","544February2014",318679
"8350","545February2014",248070
"8351","546February2014",301836
"8352","547February2014",132112
"8353","548February2014",108674
"8354","549February2014",108510
"8355","550February2014",140349
"8356","551February2014",158625
"8357","552February2014",176575
"8358","553February2014",153296
"8359","554February2014",98814
"8360","555February2014",109654
"8361","556February2014",170790
"8362","557February2014",100275
"8363","558February2014",78732
"8364","559February2014",135020
"8365","560February2014",317295
"8366","561February2014",158708
"8367","562February2014",518433
"8368","563February2014",129218
"8369","564February2014",124333
"8370","565February2014",155277
"8371","566February2014",113551
"8372","567February2014",128314
"8373","568February2014",114373
"8374","569February2014",104201
"8375","570February2014",108056
"8376","571February2014",177842
"8377","572February2014",164556
"8378","573February2014",93631
"8379","574February2014",205270
"8380","575February2014",125453
"8381","576February2014",163277
"8382","577February2014",120925
"8383","578February2014",181574
"8384","579February2014",194899
"8385","580February2014",225732
"8386","581February2014",125394
"8387","582February2014",161139
"8388","583February2014",99078
"8389","584February2014",111441
"8390","585February2014",152924
"8391","586February2014",343136
"8392","587February2014",210958
"8393","588February2014",138976
"8394","589February2014",117066
"8395","590February2014",118856
"8396","591February2014",134833
"8397","592February2014",100493
"8398","593February2014",208479
"8399","594February2014",98509
"8400","595February2014",342195
"8401","596February2014",96270
"8402","597February2014",115567
"8403","598February2014",130742
"8404","599February2014",218404
"8405","600February2014",156597
"8406","601February2014",111967
"8407","602February2014",151886
"8408","603February2014",163178
"8409","604February2014",198307
"8410","605February2014",162046
"8411","606February2014",136887
"8412","607February2014",88482
"8413","608February2014",204476
"8414","609February2014",105267
"8415","610February2014",96417
"8416","611February2014",130695
"8417","612February2014",155078
"8418","613February2014",154706
"8419","614February2014",143308
"8420","615February2014",223327
"8421","616February2014",204440
"8422","617February2014",143017
"8423","618February2014",154484
"8424","619February2014",100508
"8425","620February2014",177033
"8426","621February2014",140238
"8427","622February2014",98208
"8428","623February2014",164329
"8429","624February2014",161057
"8430","625February2014",147211
"8431","626February2014",211419
"8432","627February2014",150487
"8433","628February2014",147649
"8434","629February2014",181748
"8435","630February2014",167036
"8436","631February2014",122907
"8437","632February2014",160444
"8438","633February2014",163811
"8439","634February2014",150589
"8440","635February2014",139741
"8441","636February2014",132149
"8442","637February2014",198301
"8443","638February2014",139797
"8444","639February2014",112533
"8445","640February2014",262382
"8446","641February2014",140930
"8447","642February2014",86358
"8448","643February2014",179347
"8449","644February2014",211956
"8450","645February2014",250977
"8451","646February2014",117243
"8452","647February2014",134505
"8453","648February2014",148926
"8454","649February2014",85854
"8455","650February2014",143298
"8456","651February2014",178162
"8457","652February2014",147860
"8458","653February2014",138811
"8459","654February2014",147918
"8460","655February2014",193687
"8461","656February2014",74646
"8462","657February2014",137184
"8463","658February2014",137745
"8464","659February2014",133208
"8465","660February2014",103575
"8466","661February2014",172794
"8467","662February2014",196809
"8468","663February2014",113051
"8469","664February2014",114144
"8470","665February2014",194037
"8471","666February2014",165904
"8472","667February2014",210270
"8473","668February2014",208642
"8474","669February2014",98893
"8475","670February2014",153057
